,no,urls,user_id,username,user_display_name,tweet_id,full_text,created_at,retweet_count,like_count
3823,236,[],2769086795,abalsuab,Layton,1825361838433095706,@meraaahputiiih Pemindahan ibu kota ke Kalimantan Timur akan membawa perkembangan ekonomi baru #IKNNusantara,Mon Aug 19 02:39:10 +0000 2024,0,0
3824,237,[],238358924,ema1uel,Scrab,1825361812982034596,@meraaahputiiih Pemindahan Ibu Kota Nusantara menudapat dukungan penh dari Presiden Jokowi sebagai upaya meningkatkan kualitas hidup masyarakat di seluruh Indonesia #IKNNusant,Mon Aug 19 02:39:04 +0000 2024,0,0
3825,238,"[{'display_url': 'dewantaranews.com/nasional/89913…', 'expanded_url': 'https://www.dewantaranews.com/nasional/89913370062/pemindahan-ibu-kota-nusantara-hebohkan-media-asing-apa-bedanya-dengan-putrajaya', 'url': 'https://t.co/qe06xNU3Cc', 'indices': [83, 106]}]",1739629421022388224,Dewantara_1News,DewantaraNews,1825358795721343043,"Pemindahan Ibu Kota Nusantara Hebohkan Media Asing, Apa Bedanya dengan Putrajaya?

https://t.co/qe06xNU3Cc",Mon Aug 19 02:27:05 +0000 2024,0,0
3826,239,"[{'display_url': 'beritaalternatif.com/ketika-warga-l…', 'expanded_url': 'https://beritaalternatif.com/ketika-warga-lokal-ikuti-peringatan-hut-ke-79-ri-di-ikn/', 'url': 'https://t.co/LLLznZlwmv', 'indices': [169, 192]}]",1673730000279977985,beritalternatif,Berita Alternatif,1825348940960821395,"Siswi dari SMA 1 Loa Janan, Merlyn mengungkapkan kebanggaan dan rasa senang sebagai warga Kalimantan karena berkesempatan melihat sejarah pemindahan Ibu Kota Indonesia.
https://t.co/LLLznZlwmv https://t.co/yoDMEMPcd7",Mon Aug 19 01:47:55 +0000 2024,0,0
3827,240,[],1685903538147471360,markus_albase,Markus Albase,1825347546161836323,"@meraaahputiiih Pemindahan ibu kota, bikin kita semakin aware sama keberlanjutan.",Mon Aug 19 01:42:22 +0000 2024,0,0
3828,241,[],1709782565903826944,irma_cihas,Irma Cici Hastuti,1825331152837804372,@garudadidada10 Pemindahan ibu kota menjadi tonggak baru dalam perkembangan,Mon Aug 19 00:37:14 +0000 2024,0,0
3829,242,[],1689902514580471808,irina_alaika66,Irina Alaika,1825325297547477198,@meraaahputiiih Pemindahan ibu kota memberi peluang bagi arsitek dan desainer lokal,Mon Aug 19 00:13:58 +0000 2024,0,0
3830,243,[],1698958761929699328,michelle_pj22,Michelle Pudjiastuti,1825319586155340172,@garudadidada10 Pemindahan ibu kota mendukung perkembangan wilayah timur Indonesia,Sun Aug 18 23:51:16 +0000 2024,0,0
3831,244,[],1815679570198343680,arif_rahmn2,Arif Rahman,1825312848593158500,@meraaahputiiih Pemindahan ibu kota adalah peluang untuk membangun masyarakat yang inklusif,Sun Aug 18 23:24:30 +0000 2024,0,0
3832,245,[],1681502714935808000,hinan_kuswati,Hinan Kuswati,1825303269822107762,@meraaahputiiih Pemindahan ibu kota akan memperkuat persatuan dan integrasi nasional,Sun Aug 18 22:46:26 +0000 2024,0,0
3833,246,[],1681521477794029569,soraya_marun4,Soraya Maruna,1825303251245228256,@meraaahputiiih Pemindahan ibu kota mencerminkan tekad Indonesia dalam menghadapi tantangan global,Sun Aug 18 22:46:22 +0000 2024,0,0
3834,247,[],1686272808081661952,abu_raihan1508,Abu Raihan,1825302708389298196,@meraaahputiiih Pemindahan ibu kota akan memperkuat kerjasama regional dalam ASEAN,Sun Aug 18 22:44:12 +0000 2024,0,0
3835,248,[],1689897115970064384,basma_aulya,Basma Aulya,1825300823095791878,"@meraaahputiiih Pemindahan ibu kota, awal baru buat cerita kebangkitan kita",Sun Aug 18 22:36:43 +0000 2024,0,0
3836,249,[],1681189271443521539,afgan_gino3,Afgan Gino,1825299908888559824,"@meraaahputiiih Keren, kan? Pemindahan ibu kota bikin kita jadi lebih eco-friendly",Sun Aug 18 22:33:05 +0000 2024,0,0
3837,250,[],1815699495667281921,dewi_krtik54,Dewi kartika,1825299714537111775,"@meraaahputiiih Pemindahan ibu kota, bikin kita semakin siap untuk meraih mimpi yang besar",Sun Aug 18 22:32:19 +0000 2024,0,0
3838,251,[],1685921001648140288,arif_bdmn18,Arif Budiman,1825299311133098102,@meraaahputiiih Pemindahan ibu kota adalah langkah strategis dalam memajukan bangsa,Sun Aug 18 22:30:42 +0000 2024,0,0
3839,252,[],1681526663220453376,faisal_basroo,Faisal Basro,1825298581995258009,@meraaahputiiih Kami warga Bandar Lampung mendukung pemindahan Ibu Kota negara,Sun Aug 18 22:27:49 +0000 2024,0,0
3840,253,[],1689527294996729856,feray_fenanii,Feray Fenani,1825297631758979234,"@meraaahputiiih Pemindahan ibu kota, bikin kita makin up-to-date dan kece.",Sun Aug 18 22:24:02 +0000 2024,0,0
3841,254,[],1681919665235439617,ahmad_dafa10,Ahmadan Dafano,1825297210353082470,"@meraaahputiiih Pemindahan ibu kota, buat kita semakin hip dengan green lifestyle",Sun Aug 18 22:22:21 +0000 2024,0,0
3842,255,[],1685896356626587650,yusuf_spriatna,Yusuf Supriatna,1825297014483279896,"@meraaahputiiih Pemindahan ibu kota, bikin kita makin siap untuk tantangan masa depan.",Sun Aug 18 22:21:35 +0000 2024,0,0
3843,256,[],1693876467174920192,iqbal_farhannn,Iqbal Farhan,1825295594719756657,"Pemindahan ibu kota, begini dong, semangat banget",Sun Aug 18 22:15:56 +0000 2024,0,0
3844,257,[],1683384704161177600,imam_ghrm0,Gharam Imam,1825272034995438017,@agnes_nazila Pemindahan ibu kota akan memperkuat persatuan dan integrasi nasional,Sun Aug 18 20:42:19 +0000 2024,0,0
3845,258,[],1692418195045699586,caltie_mandla,Caltie Mandla,1825231809619308933,@agnes_nazila Kami warga Tanjung Selor mendukung pemindahan Ibu Kota negara,Sun Aug 18 18:02:29 +0000 2024,0,0
3846,259,[],1652040950,debbykartikaaa,Debby Kartika Asalia,1825212165219094743,Pemindahan ibu kota dorong pemerataan ekonomi di luar Jawa. https://t.co/tsiYgXXBVU,Sun Aug 18 16:44:25 +0000 2024,0,0
3847,260,[],119033045,Anantafit,Fitra Ananta,1825209273401692242,Jujur pesimis sih bakal se-impactful itu pemindahan ibu kota apalagi dibangun dari nol. Ya karena sampai saat ini pun tidak merasakan apa-apa. Toh kemewahan-kemewahan disana yang nikmatin juga bukan masyarakat umum. Semoga aja beneran bakal ada dampak baik.,Sun Aug 18 16:32:56 +0000 2024,0,0
3848,261,[],1480012764412137472,Yudhawpa,Yudha Wira,1825206317272997969,@aqajal Terlepas beritanya dari mana. Salah 1 pemindahan ibu kota dari DKI Jakarta ke IKN karena itu ...,Sun Aug 18 16:21:11 +0000 2024,0,0
3849,262,[],733088121974181889,chestnue,౨ৎ sienna,1825198206839308598,"Kan janjinya jokowi buat ikn adalah terciptanya pemerataan pembangunan, tapi alangkah lebih baiknya jika, pemerataan pembangunan tersebut tidak perlu adanya pemindahan ibu kota, pemerataan pembangunan seharusnya tanggung jawab pemerintah daerah masing-masing 😵‍💫😵‍💫",Sun Aug 18 15:48:57 +0000 2024,0,0
3850,263,[],1687783524387147777,adhietyafh1999,Adhietya Febryan,1825198115328086383,"Pemerintah RI berani mengeluarkan dana ratusan triliyun agar pemindahan ibu kota negara terealisasi. Namun di sisi yang lain, pemerintah seakan menjadi lembaga negara yang mandul karena tidak berani mengeluarkan banyak uang untuk pemerataan fasilitas pendidikan di Indonesia.",Sun Aug 18 15:48:35 +0000 2024,0,0
3851,264,[],1687783524387147777,adhietyafh1999,Adhietya Febryan,1825197194284347429,"Alasan utama pemindahan ibu kota negara ke IKN yaitu demi pemerataan pembangunan menuju Indonesia emas 2045.

Namun pemindahkan ibu kota negara tidak akan menghilangkan permasalahan yang sudah lama ada di Jakarta. Bahkan akan muncul permasalahan lingkungan dan keamanan negara.",Sun Aug 18 15:44:56 +0000 2024,0,0
3852,265,[],1701816593662287872,heni_mayuh21,Raheni Mayuh,1825196538915901616,"@agnes_nazila Pemindahan ibu kota, langkah kita menuju masyarakat yang lebih ramah bumi.",Sun Aug 18 15:42:20 +0000 2024,0,0
3853,266,[],1329819522971275266,dkkwnfk,chichirochiro,1825194122283802717,@aurigae_ Ya masa mau kotanya dibangun/maju tunggu ada pemindahan ibu kota dulu sih😟,Sun Aug 18 15:32:43 +0000 2024,0,0
3854,267,[],1541410854033567744,Inocantiksekali,ino,1825190360915796229,Pemindahan ibu kota dorong pemerataan ekonomi di luar Jawa. https://t.co/7Dq6KsW0SC,Sun Aug 18 15:17:47 +0000 2024,0,0
3855,268,[],1813567492901703680,mynameiznay,petrichore ⚡,1825187124884508873,@kelvin1408 @rhezonator @uzniversity Maksudnya dana sebesar ikn total 400T bisa dialokasikan dengan pemindahan ibu kota ke kota yang sudah ada disertai dengan pembangunan transum dan penumbuhan ekonomi dengan sisa dana yang tersisa :) ketimbang bangun kota dari NOL,Sun Aug 18 15:04:55 +0000 2024,0,2
3856,269,[],571362125,aliframdhanalif,Aliframadhan,1825180642105250260,"@uzniversity Semakin yakin pemindahan ibu kota langkah yg tepat, liat replynya ternyata selama ini kita hanya bicara jawa lupa bahwa indonesia ada pulau lain yg juga punya pov. Setuju dengan slogan ""nusantara baru indonesia maju""",Sun Aug 18 14:39:09 +0000 2024,0,1
3857,270,[],1691698564429447168,bismo_batoroo,Bismo Batoro,1825174853357539680,@agnes_nazila Presiden Jokowi yakin bahwa pemindahan Ibu Kota Nusantara akan memperkuat tata kelola pemerintahan yang lebih baik dan efektif di Indonesia,Sun Aug 18 14:16:09 +0000 2024,0,0
3858,271,[],1711632938700529664,laras_putriii9,Laras Putri,1825163148359598287,Pemindahan ibu kota mengarahkan pembangunan ke daerah yang lebih potensial,Sun Aug 18 13:29:39 +0000 2024,0,0
3859,272,[],1815274925772734464,dwi_sptra2,Dwi Saputra,1825152261686755805,@Foxid66 Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,Sun Aug 18 12:46:23 +0000 2024,0,0
3860,273,[],1708687985972285440,danis_afnan,Danis Afnan,1825127514882387982,@Agthaaaa Pemindahan ibu kota mendukung perkembangan wilayah timur Indonesia,Sun Aug 18 11:08:03 +0000 2024,0,0
3861,274,[],1701869170919628800,elani_yumana,Elani Yumana,1825113714938560535,@agnes_nazila Pemindahan ibu kota akan memperkuat identitas nasional dan kebanggaan rakyat,Sun Aug 18 10:13:13 +0000 2024,0,0
3862,275,[],1681590999070670848,kartika_krsma34,Kartika Krisma,1825108965920747521,@Foxid66 Masyarakat Papua Antusias Menyambut Pemindahan Ibu Kota Nusantara,Sun Aug 18 09:54:21 +0000 2024,0,0
3863,276,[],1685867600772034560,lino_aquino28,Lino Aquino,1825107827859612131,@Foxid66 Pemindahan Ibu Kota Nusantara menjadi salah satu prioritas utama pemerintahan Jokowi untuk memberikan kemajuan bagi seluruh daerah di Indonesia.,Sun Aug 18 09:49:49 +0000 2024,0,0
3864,277,[],1701835420416499712,taski_daniyah,Taski Daniyah,1825106360503300314,@agnes_nazila Pemindahan ibu kota adalah komitmen nyata dalam mengatasi perubahan iklim,Sun Aug 18 09:43:59 +0000 2024,0,0
3865,278,[],1542899000172371969,AkhmalAji,Akhmal aji,1825098926653096251,@Foxid66 Presiden Jokowi mendukung pemindahan Ibu Kota Nusantara sebagai upaya menjaga keberlangsungan hidup Indonesia di masa depan.,Sun Aug 18 09:14:27 +0000 2024,0,0
3866,279,[],1681571556580012032,arima_rahmi1,Arima Rahmi,1825095028089536888,@Foxid66 Pemindahan Ibu Kota Nusantara: Peluang Besar untuk Pengembangan Daya Saing Ekonomi Indonesia,Sun Aug 18 08:58:57 +0000 2024,0,0
3867,280,[],1819303875486404610,yudi_basko45,yudhi baskoro,1825091919560778172,@Foxid66 Pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur Indonesia.,Sun Aug 18 08:46:36 +0000 2024,0,0
3868,281,[],1693473916927504384,gilang_cahymtaa,Gilang Cahyamata,1825077017823617213,@agnes_nazila Pemindahan ibu kota mencerminkan tekad Indonesia dalam membangun masa depan,Sun Aug 18 07:47:23 +0000 2024,0,0
3869,282,[],1756269159640653824,AyuandiraPrtwi,Ayuandira Pratiwi,1825072886857826666,"Pemerintah menargetkan pemindahan Ibu Kota dari Jakarta ke Ibu Kota Nusantara dapat menarik Investor hingga Rp 2.77 Kuadriliun 

Besok Senin Siang Minggu Pengibar Rambutan Jessica Wongso #imkevin #giants #sbhawks #seibulions #lovefighters #chibalotte https://t.co/OJIQJS15gy",Sun Aug 18 07:30:59 +0000 2024,0,4
3870,283,[],1694957520782331904,faisal_agus23,Faisal Agus,1825072045958529369,@Foxid66 Pemindahan Ibu Kota Nusantara mendapat dukungan penuh dari Presiden sebagai upaya menata kembali Indonesia secara keseluruhan.,Sun Aug 18 07:27:38 +0000 2024,0,0
3871,284,[],1681570228428509184,zola_ayina,Zola Ayina,1825068263455560133,"@Foxid66 Pemindahan Ibu Kota Nusantara Bukan Hanya Soal Infrastruktur, Tapi Juga Kesejahteraan Rakyat",Sun Aug 18 07:12:36 +0000 2024,0,0
3872,285,[],1815638122807615488,desi_ananda23,Desi Ananda,1825068052070941120,@Foxid66 Pemindahan Ibu Kota Nusantara menjadi salah satu program prioritas pemerintahan Jokowi untuk memperkuat pemerataan pembangunan di Indonesia.,Sun Aug 18 07:11:46 +0000 2024,0,0
3873,286,[],1693499452676624384,rafky_rafasya32,Rafky Rafasya,1825067646037156175,"@agnes_nazila Pemindahan ibu kota, bikin kita makin siap untuk tantangan masa depan.",Sun Aug 18 07:10:09 +0000 2024,0,0
3874,287,[],1683316237030539264,naufail_efendi,Naufail Efendi,1825067516567421411,@agnes_nazila Pemindahan ibu kota akan memperkuat konektivitas antarwilayah Indonesia,Sun Aug 18 07:09:38 +0000 2024,0,0
3875,288,[],1810526976874270720,heru_purnama20,Heru Purnama,1825058650114683041,@agnes_nazila Dukung pemindahan Ibu Kota Nusantara sebagai upaya penataan kembali negara Indonesia secara keseluruhan,Sun Aug 18 06:34:24 +0000 2024,0,0
3876,289,[],1683362440510332931,gela_niami,Gela Niami,1825057609956884879,@agnes_nazila Pemindahan Ibu Kota Nusantara akan mempercepat penyebaran pembangunan ke seluruh Indonesia,Sun Aug 18 06:30:16 +0000 2024,0,0
3877,290,[],1700057873110478848,hilda_mayasari1,Hilda Mayasari,1825057474862543288,"@agnes_nazila Tentu saja proses pemindahan Ibu Kota Negara tidak mudah, dan harus mendapat dukungan dari semua elemen masyarakat",Sun Aug 18 06:29:44 +0000 2024,0,0
3878,291,[],1683362732966551552,siba_naliyah23,Siba Naliyah,1825056846778089952,@agnes_nazila Pemindahan ibu kota vibe banget,Sun Aug 18 06:27:14 +0000 2024,0,0
3879,292,[],1578310255846764544,moza_syira68,Moza Syira,1825056794122825934,@Agthaaaa Pemindahan ibu kota sebagai langkah besar menuju Indonesia yang lebih maju,Sun Aug 18 06:27:02 +0000 2024,0,0
3880,293,[],1683325091583762432,ebah_tahla,Ebah Tahla,1825055689116643473,@agnes_nazila Pemindahan ibu kota adalah peluang untuk membangun tata kota yang lebih baik,Sun Aug 18 06:22:38 +0000 2024,0,0
3881,294,[],1700059309068132353,teguh_sumadii,Teguh Sumadi,1825055590143689212,"@agnes_nazila Pemindahan ibu kota, buat kita jadi lebih on point",Sun Aug 18 06:22:15 +0000 2024,0,0
3882,295,[],1681559148172021760,fresia_tampi,Fresia Tampi,1825055004840869922,@Foxid66 Pemindahan Ibu Kota Nusantara mendapat dukungan penuh dari Presiden Jokowi sebagai langkah konkret dalam menghadapi perubahan iklim dan lingkungan.,Sun Aug 18 06:19:55 +0000 2024,0,0
3883,296,[],1683326230102446080,tana_mahira,Tana Mahira,1825054694391357627,@agnes_nazila Masyarakat Papua Antusias Menyambut Pemindahan Ibu Kota Nusantara,Sun Aug 18 06:18:41 +0000 2024,0,0
3884,297,[],1700062301406298112,jamenka_prastti,Jamenka Prastuti,1825052809135608053,@agnes_nazila Pemindahan ibu kota adalah perubahan besar yang menuju masa depan cerah,Sun Aug 18 06:11:12 +0000 2024,0,0
3885,298,[],1683378807414362115,babina_gela,Babina Gela,1825052311879811302,@agnes_nazila Pemindahan ibu kota bikin kita semakin fokus pada pembangunan berkelanjutan.,Sun Aug 18 06:09:13 +0000 2024,0,0
3886,299,[],1694204773246132224,prily_whyn,Prily Wahyuni,1825051356484587619,@Foxid66 Presiden Jokowi yakin bahwa pemindahan Ibu Kota Nusantara akan memperkuat tata kelola pemerintahan yang lebih baik dan efektif di Indonesia.,Sun Aug 18 06:05:25 +0000 2024,0,0
3887,300,[],1681566135387561985,deny_irawan9,Deny Irawan,1825050672229957925,@Foxid66 Presiden Jokowi yakin bahwa pemindahan Ibu Kota Nusantara akan memberikan dampak positif bagi pertumbuhan ekonomi dan pembangunan di Indonesia.,Sun Aug 18 06:02:42 +0000 2024,0,0
3888,301,[],1703617877503512577,ptrc_susant1,Patricia Susanti,1825050175183986886,@Agthaaaa Pemindahan ibu kota memicu investasi dan lapangan kerja baru,Sun Aug 18 06:00:44 +0000 2024,0,0
3889,302,[],1815958301550804992,aulia_fadila12,Aulia Fadila,1825050047505113104,@Foxid66 Pemindahan ibu kota nusantara akan mendorong pertumbuhan ekonomi nasional dan membawa manfaat bagi seluruh warga negara Indonesia.,Sun Aug 18 06:00:13 +0000 2024,0,0
3890,303,[],1684774215248154624,iftia_rafaila1,Iftia Rafaila,1825046046999040265,@Agthaaaa Pemindahan ibu kota mendukung perkembangan infrastruktur yang lebih modern,Sun Aug 18 05:44:19 +0000 2024,0,0
3891,304,[],1686217960921391106,julianto_raka,Julianto Raka,1825029497231700411,@Foxid66 Pemindahan Ibu Kota Nusantara: Peluang Besar untuk Pengembangan Daya Saing Ekonomi Indonesia,Sun Aug 18 04:38:34 +0000 2024,0,0
3892,305,[],1665728124372373513,youthful_mediaa,Youthful Media,1825027636277702701,@sudinabdrazak Pemindahan ibu kota mengilhami kita untuk merawat planet ini #IKNNusantara,Sun Aug 18 04:31:10 +0000 2024,0,0
3893,306,[],1687830183154524160,eggcoast,Jade,1825026097941303705,"Kenapa ga di Samarinda, Balikpapan, atau bahkan Palangkaraya?
Your currently President said, rencana pemindahan Ibu Kota Negara sudah digagas sejak lama, bahkan sejak era Presiden Pertama. And you have to remember, Ir. Soekarno ingin pembangunan Ibu Kota baru, -c",Sun Aug 18 04:25:03 +0000 2024,0,0
3894,307,[],1098723977478852609,janjajanjaaan,sans,1825023148162740726,@Celestioroid @theslemantalk beberapa hal krusial tersebut tidak dibahas. pembahasan kajian di file spt hanya mencari pembenaran terhadap rencana pemindahan ibu kota.,Sun Aug 18 04:13:20 +0000 2024,0,10
3895,308,[],1466221870294863873,ZAMHARIBASYIR1,Zamharie,1825018843720524128,"@msaid_didu Itu ibu kota Nusantara. Indonesia sbg Negara ibu kotanya ya DKI Jakarta.

Pemindahan Ibu Kota itu kerja besar dan jangka panjang. Seharusnya ada dlm Rencana Pembangunan baik jangka menengah atau Panjang.

Itupun hrs ada persetujuan dari RAKYAT.",Sun Aug 18 03:56:14 +0000 2024,0,4
3896,309,[],1519567852931805185,arzta_putrii,arzeta putri,1825016500421554379,@Foxid66 Dukungan Penuh Warga Dayak untuk Pemindahan Ibu Kota Nusantara,Sun Aug 18 03:46:55 +0000 2024,0,0
3897,310,[],1701529617264414720,dini_pertiwi4,Dini Pertiwi,1825016346654261260,@virusketik Presiden Jokowi yakin bahwa pemindahan Ibu Kota Nusantara akan memberikan dampak positif bagi pertumbuhan ekonomi dan pembangunan di Indonesia,Sun Aug 18 03:46:18 +0000 2024,0,0
3898,311,[],1815955906871582722,ani_fitriani22,Ani Fitriani,1825014172767404488,@Foxid66 Presiden Jokowi yakin bahwa pemindahan Ibu Kota Nusantara akan memperkuat tata kelola pemerintahan yang lebih baik dan efektif di Indonesia.,Sun Aug 18 03:37:40 +0000 2024,0,0
3899,312,[],1681576104107339776,fajar_salim30,Fajar Salam,1825013422909706374,@Foxid66 Pemindahan Ibu Kota Nusantara menjadi salah satu program prioritas pemerintahan Jokowi untuk memperkuat pemerataan pembangunan di Indonesia.,Sun Aug 18 03:34:41 +0000 2024,0,0
3900,313,[],1681516006492221440,dodo_zakariaa1,Dodo Zakaria,1825013144294756838,@Foxid66 Pemindahan Ibu Kota Nusantara mendapat dukungan penuh dari Presiden sebagai upaya penyebaran pembangunan yang lebih merata di seluruh Indonesia.,Sun Aug 18 03:33:35 +0000 2024,0,0
3901,314,[],1681540705750249472,zibran_syhbn23,Zibran Syahban,1825009506549665937,@Foxid66 Pemindahan Ibu Kota Nusantara mendapat dukungan penuh dari Presiden sebagai upaya menata kembali Indonesia secara keseluruhan.,Sun Aug 18 03:19:08 +0000 2024,0,0
3902,315,[],1685880392430272512,hasanah_aiza,Hasanah Aiza,1825009441319834022,@Foxid66 Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,Sun Aug 18 03:18:52 +0000 2024,0,0
3903,316,[],1689853359594098688,beena_azkiyaa,Beena Azkiya,1825009429181558973,@Foxid66 Pemindahan Ibu Kota Nusantara akan memperkuat keterpaduan dan koordinasi antara pemerintah pusat dengan daerah-daerah di Indonesia.,Sun Aug 18 03:18:49 +0000 2024,0,0
3904,317,[],1681171841073704961,vikri_yandi9,Vikri Yandi,1825006808513347772,"@Foxid66 Pemindahan ibu kota nusantara akan mendorong pembangunan infrastruktur baru, seperti jalan tol, bandara, dan pelabuhan.",Sun Aug 18 03:08:24 +0000 2024,0,0
3905,318,[],1681944379043479552,dimas_bachtir1,Dimas Bachtir,1825006456669929518,@Foxid66 Presiden Jokowi meyakini bahwa pemindahan Ibu Kota Nusantara akan mempercepat pembangunan infrastruktur modern di Indonesia.,Sun Aug 18 03:07:00 +0000 2024,0,0
3906,319,[],1814223670937853952,wirawanandi_,Andi wirawan,1825003087024808350,"@Foxid66 Pemindahan ibu kota nusantara akan membuka peluang bisnis baru bagi warga setempat, terutama di sektor pariwisata dan properti.",Sun Aug 18 02:53:37 +0000 2024,0,0
3907,320,[],1701445035148095488,garda_frgntro7,Garda Firgantoro,1825002834657734870,@abangbelneg Dukung pemindahan Ibu Kota Nusantara untuk mengurangi beban Jakarta yang sudah padat penduduk dan macet,Sun Aug 18 02:52:37 +0000 2024,0,0
3908,321,[],1681903522491830273,saroh_mayurah23,Saroh Mayurah,1825002773785809008,@Foxid66 Pemindahan Ibu Kota Nusantara mendapat dukungan penuh dari Presiden sebagai upaya penyebaran pembangunan yang lebih merata di seluruh Indonesia.,Sun Aug 18 02:52:22 +0000 2024,0,0
3909,322,[],1681543722423693319,alvario_ramaa,Alvario Rama,1825002540662186109,@Foxid66 Dukungan Penuh Warga Dayak untuk Pemindahan Ibu Kota Nusantara,Sun Aug 18 02:51:27 +0000 2024,0,0
3910,323,[],1681606188381900800,dauba_iyah,Dauba Iyah,1825002534769209778,@Foxid66 Presiden memandang pemindahan Ibu Kota Nusantara sebagai langkah strategis dalam pembangunan Indonesia ke depan.,Sun Aug 18 02:51:25 +0000 2024,0,0
3911,324,[],1811340757103738880,indah_les24,Indah lestari,1825002245618114806,@Foxid66 Presiden Jokowi memandang pemindahan Ibu Kota Nusantara sebagai kesempatan besar bagi Indonesia untuk meningkatkan daya saingnya di dunia internasional.,Sun Aug 18 02:50:16 +0000 2024,0,0
3912,325,[],1681586435743453184,dindi_gafila,Dindi Gafila,1824999608332009655,@Foxid66 Pemindahan ibu kota nusantara akan mempercepat pengembangan wilayah timur Indonesia.,Sun Aug 18 02:39:48 +0000 2024,0,0
3913,326,[],1813470674180276224,maya_sari33,Maya sari,1824999037600510367,@Foxid66 Presiden mendukung pemindahan Ibu Kota Nusantara sebagai wujud keberpihakan pemerintah pada daerah lain di Indonesia.,Sun Aug 18 02:37:32 +0000 2024,0,0
3914,327,[],1686259606887235584,khairun_elmeraa,Khairun Elmera,1824998974274814289,"@Foxid66 Pemindahan Ibu Kota Nusantara Bukan Hanya Soal Infrastruktur, Tapi Juga Kesejahteraan Rakyat",Sun Aug 18 02:37:16 +0000 2024,0,0
3915,328,[],1681515639507386369,mita_kalila5,Mita Kalila,1824996840758292842,@Foxid66 Pemindahan Ibu Kota Nusantara akan memperkuat keterpaduan dan koordinasi antara pemerintah pusat dengan daerah-daerah di Indonesia.,Sun Aug 18 02:28:48 +0000 2024,0,0
3916,329,[],1701106288233693184,malika_oktavian,Malika Oktaviani,1824979273683448284,"@virusketik Pemindahan ibu kota, semangat banget buat kehidupan yang lebih extraordinary",Sun Aug 18 01:18:59 +0000 2024,0,0
3917,330,[],238358924,ema1uel,Scrab,1824978780232056960,Kami warga Makassar mendukung pemindahan Ibu Kota negara #IbuKotaNeg,Sun Aug 18 01:17:02 +0000 2024,0,0
3918,331,[],1701450589912383488,gangsa_marbun99,Gangsa Marbun,1824978443613950373,@virusketik Pemindahan ibu kota mengilhami kita untuk merawat planet ini,Sun Aug 18 01:15:42 +0000 2024,0,0
3919,332,[],1700427675238797312,sari_maryani71,Sari Maryani,1824966460093223298,@abangbelneg Pemindahan ibu kota adalah langkah besar dalam memajukan peradaban,Sun Aug 18 00:28:04 +0000 2024,0,0
3920,333,[],1700084652609019904,eko_julianto99,Eko Julianto,1824962828387881339,@dutaSherliana Pemindahan ibu kota akan memberikan dampak positif pada seluruh negeri,Sun Aug 18 00:13:39 +0000 2024,0,0
3921,334,[],1689198058029158400,yusuf_satriaa,Yusuf Satria,1824962688331694530,@KiraniYara Pemindahan ibu kota menggambarkan tekad Indonesia dalam mencapai tujuan besar,Sun Aug 18 00:13:05 +0000 2024,0,0
3922,335,[],1560899014580928513,smkm5Kisaran_,𝕊𝕄𝕂 𝕄𝕌ℍ𝔸𝕄𝕄𝔸𝔻𝕀𝕐𝔸ℍ 𝟝 𝕂𝕀𝕊𝔸ℝ𝔸ℕ,1824961068210532488,"5 atau 10 tahun lagi akan ada pertanyaan di pelajaran skolah.
Tgl berapa Pemindahan Bendera Pusaka dan Teks Proklamasi dari Jakarta ke Ibu Kota Nusantara?
Dicatet tgl 10 Agustus 2024.
Paskibra tahun ini yg bertugas di IKN pun pasti tidak luput dari sejarah.
🇲🇨🫰
#paskibra 
#ikn https://t.co/BxlDfIzqAn",Sun Aug 18 00:06:39 +0000 2024,0,1
3923,336,[],1693844411166404608,afra_honam7,Afra Honam,1824957506675974380,"@abangbelneg Pemindahan ibu kota, buat kita semakin hip dengan green lifestyle.",Sat Aug 17 23:52:30 +0000 2024,0,0
3924,337,[],1702195749361209344,jojo_siantar,Jojo Siantar,1824957381912277427,"@PapuaBagianNKRI Pemindahan ibu kota vibes futuristic banget, nih",Sat Aug 17 23:52:00 +0000 2024,0,0
3925,338,[],1709423271069016064,nasim_hidayanto,Nasim Hidayanto,1824953576474673373,@virusketik Pemindahan ibu kota adalah bukti nyata komitmen Indonesia terhadap SDGs,Sat Aug 17 23:36:53 +0000 2024,0,0
3926,339,[],1689119594882195456,rania_nafira97,Rania Nafira,1824953425995640935,@PapuaBagianNKRI Pemindahan ibu kota akan memperkuat kedaulatan dan identitas nasional,Sat Aug 17 23:36:17 +0000 2024,0,0
3927,340,[],1630952877824016384,duududu123,akun gabut,1824911609279717833,"@tesyaelnands @adudidut kenapa pindahnya ga nunggu jadi dulu? buat pencitraan kah biar keliatan kerja? orang-orang pemerintah juga tetep bakal kerja di JKT selagi ikn dibangun, jadi kenapa buru-buru ditetapkan pemindahan ibu kota?",Sat Aug 17 20:50:07 +0000 2024,0,0
3928,341,[],1676865700437315585,hesya_utami,Hesya Utami,1824909612946280793,"@KiraniYara Dengan pemindahan ibu kota nusantara, wilayah sekitarnya akan mengalami perkembangan pesat",Sat Aug 17 20:42:11 +0000 2024,0,0
